Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert
IBD029551,"Gunmen Kill Traffic Officer, Anambra",2024-04-18,2024-04-18,1,2024,1,Anambra,South East,1,5,Caution
IBD029552,"Auto crash, Anambra",2024-04-17,2024-04-17,1,2024,1,Anambra,South East,0,0,Safe
IBD029548,"ISWAP IED, Borno",2024-04-17,2024-04-17,11,2024,1,Borno,North East,0,5,Caution
IBD029545,"Mob vs Customs Officer, Katsina",2024-04-17,2024-04-17,2,2024,1,Katsina,North West,0,0,Safe
IBD029561,"Extra-Judicial Killing, Abia",2024-04-17,2024-04-17,1,2024,1,Abia,South East,0,0,Safe
IBD029549,"Bandits Kill Villagers, Kaduna",2024-04-17,2024-04-17,23,2024,1,Kaduna,North West,1,10,Avoid Route
IBD030795,"Student Killed, Edo",2024-04-17,2024-04-17,1,2024,1,Edo,South South,0,0,Safe
IBD029544,"Police vs Bandit, Katsina",2024-04-17,2024-04-17,1,2024,1,Katsina,North West,1,5,Caution
IBD029534,"Students, Plateau",2024-04-17,2024-04-17,1,2024,1,Plateau,North Central,0,0,Safe
IBD029547,"Cult Killing, Enugu",2024-04-16,2024-04-16,1,2024,1,Enugu,South East,0,0,Safe
IBD029550,"Army vs Terrorists, Benue",2024-04-16,2024-04-16,3,2024,1,Benue,North Central,1,8,Avoid Route
IBD029537,"Electrocution, Edo",2024-04-16,2024-04-16,1,2024,1,Edo,South South,0,0,Safe
IBD029542,"Assailants vs Farmer, Kwara",2024-04-16,2024-04-16,1,2024,1,Kwara,North Central,0,0,Safe
IBD029608,"NURTW Clash, Lagos",2024-04-16,2024-04-16,1,2024,1,Lagos,South West,0,0,Safe
IBD029540,"Bandits Kill 3, Kaduna",2024-04-16,2024-04-16,3,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029610,"Auto Crash, Kaduna",2024-04-16,2024-04-16,1,2024,1,Kaduna,North West,0,0,Safe
IBD029546,"Auto Crash, FCT ( Abuja)",2024-04-16,2024-04-16,1,2024,1,FCT,North Central,0,0,Safe
IBD029539,"Inferno, Cross River",2024-04-15,2024-04-15,2,2024,1,Cross River,South South,0,0,Safe
IBD029535,"Bandit vs PDP Secretary, Zamfara",2024-04-15,2024-04-15,1,2024,1,Zamfara,North West,1,5,Caution
IBD029543,"Auto Crash, Osun",2024-04-15,2024-04-15,1,2024,1,Osun,South West,0,0,Safe
IBD029921,"Man vs Woman, Osun",2024-04-15,2024-04-15,1,2024,1,Osun,South West,0,0,Safe
IBD030780,"Communal Clash, Enugu",2024-04-15,2024-04-15,20,2024,1,Enugu,South East,0,5,Caution
IBD029538,"Vigilante Operative Kills Man, Enugu",2024-04-15,2024-04-15,1,2024,1,Enugu,South East,0,0,Safe
IBD029517,"Vigilante vs Herdsmen, Delta",2024-04-15,2024-04-15,3,2024,1,Delta,South South,1,8,Avoid Route
IBD029510,"Auto Crash, Oyo",2024-04-14,2024-04-14,19,2024,1,Oyo,South West,0,5,Caution
IBD029511,"Soldiers vs Youths, Yobe",2024-04-14,2024-04-14,3,2024,1,Yobe,North East,0,3,Safe
IBD029519,"Auto Crash, Bauchi",2024-04-14,2024-04-14,6,2024,1,Bauchi,North East,0,3,Safe
IBD029521,"Girl Strangled, Kebbi",2024-04-14,2024-04-14,1,2024,1,Kebbi,North West,0,0,Safe
IBD029531,"Army vs Kidnapper, Benue",2024-04-14,2024-04-14,1,2024,1,Benue,North Central,1,5,Caution
IBD029536,"Herdsmen Attack, Benue",2024-04-13,2024-04-15,26,2024,1,Benue,North Central,2,10,Avoid Route
IBD029515,"Soldier vs Lover, Enugu",2024-04-13,2024-04-13,1,2024,1,Enugu,South East,0,0,Safe
IBD029533,"Gunmen Attack, Kaduna",2024-04-13,2024-04-13,4,2024,1,Kaduna,North West,2,8,Avoid Route
IBD029532,"NAF vs Boko Haram, Borno",2024-04-13,2024-04-13,33,2024,1,Borno,North East,0,5,Caution
IBD029501,"Police vs Yoruba Nation Agitators, Oyo",2024-04-13,2024-04-13,3,2024,1,Oyo,South West,0,3,Safe
IBD029523,"Boat Mishap, Niger",2024-04-13,2024-04-13,2,2024,1,Niger,North Central,0,0,Safe
IBD029518,"Domestic Violence, Osun",2024-04-13,2024-04-13,1,2024,1,Osun,South West,0,0,Safe
IBD029508,"Gunmen vs Mourner, Benue",2024-04-13,2024-04-13,1,2024,1,Benue,North Central,1,5,Caution
IBD029541,"Bandits Attack, Kaduna",2024-04-13,2024-04-13,2,2024,1,Kaduna,North West,2,5,Caution
IBD029530,"Banditry, Kaduna",2024-04-13,2024-04-13,2,2024,1,Kaduna,North West,1,5,Caution
IBD029498,"Auto Crash, Ogun",2024-04-13,2024-04-13,2,2024,1,Ogun,South West,0,0,Safe
IBD029499,"Army vs Bandits, Zamfara",2024-04-12,2024-04-12,12,2024,1,Zamfara,North West,1,10,Avoid Route
IBD029505,"Kidnappers Kill 14, Delta",2024-04-12,2024-04-12,14,2024,1,Delta,South South,1,10,Avoid Route
IBD029504,"Cultists Kill 2, Ebonyi",2024-04-12,2024-04-12,2,2024,1,Ebonyi,South East,0,0,Safe
IBD029497,"Fulani Herdsmen Attack, Benue",2024-04-12,2024-04-12,15,2024,1,Benue,North Central,2,10,Avoid Route
IBD029471,"Auto Crash, Lagos",2024-04-12,2024-04-12,1,2024,1,Lagos,South West,0,0,Safe
IBD029507,"Gunmen Attack, Lagos",2024-04-12,2024-04-12,1,2024,1,Lagos,South West,2,5,Caution
IBD029509,"Auto Crash, Nasarawa",2024-04-12,2024-04-12,3,2024,1,Nasarawa,North Central,0,3,Safe
IBD029506,"Hoodlums Clash, Niger",2024-04-12,2024-04-12,2,2024,1,Niger,North Central,0,0,Safe
IBD029566,"Auto Crash, Ogun",2024-04-12,2024-04-12,2,2024,1,Ogun,South West,0,0,Safe
IBD029493,"Cult Clash, Lagos",2024-04-12,2024-04-12,1,2024,1,Lagos,South West,0,0,Safe
IBD029502,"Gunmen Attack, Plateau",2024-04-12,2024-04-12,13,2024,1,Plateau,North Central,2,10,Avoid Route
IBD029524,"Cult Clash, Kwara",2024-04-12,2024-04-13,2,2024,1,Kwara,North Central,0,0,Safe
IBD029485,"Herdsmen Attack, Benue",2024-04-11,2024-04-11,2,2024,1,Benue,North Central,2,5,Caution
IBD029492,"Man Drowns, Lagos",2024-04-11,2024-04-11,1,2024,1,Lagos,South West,0,0,Safe
IBD029482,"Boy Beheaded, Kano",2024-04-11,2024-04-11,1,2024,1,Kano,North West,0,0,Safe
IBD029478,"Auto Crash, FCT (Abuja)",2024-04-11,2024-04-11,1,2024,1,FCT,North Central,0,0,Safe
IBD029512,"Vigilante Operatives kills Prince, Bauchi",2024-04-11,2024-04-11,1,2024,1,Bauchi,North East,0,0,Safe
IBD029500,"Gunmen Kill 4, Anambra",2024-04-11,2024-04-11,3,2024,1,Anambra,South East,1,8,Avoid Route
IBD029528,"Police vs IPOB/ESN, Enugu",2024-04-11,2024-04-11,2,2024,1,Enugu,South East,0,0,Safe
IBD029516,"Gunmen attack, Delta",2024-04-11,2024-04-11,3,2024,1,Delta,South South,2,8,Avoid Route
IBD029480,"Gunmen vs Policemen, Ebonyi",2024-04-11,2024-04-11,1,2024,1,Ebonyi,South East,1,5,Caution
IBD029481,"Auto Crash, Anambra",2024-04-10,2024-04-10,2,2024,1,Anambra,South East,0,0,Safe
IBD031712,"Domestic Violence, Borno",2024-04-10,2024-04-10,1,2024,1,Borno,North East,0,0,Safe
IBD029567,"Man vs Wife, Imo",2024-04-10,2024-04-10,1,2024,1,Imo,South East,0,0,Safe
IBD029475,"Police vs Assassin, Rivers",2024-04-10,2024-04-10,1,2024,1,Rivers,South South,0,0,Safe
IBD029490,"1 Drowns, Lagos",2024-04-10,2024-04-10,1,2024,1,Lagos,South West,0,0,Safe
IBD029472,"NSCDC vs Worshipper, Zamfara",2024-04-10,2024-04-10,1,2024,1,Zamfara,North West,0,0,Safe
IBD029461,"Auto Crash, Ogun",2024-04-10,2024-04-10,2,2024,1,Ogun,South West,0,0,Safe
IBD029470,"Auto Crash, Ogun",2024-04-10,2024-04-10,3,2024,1,Ogun,South West,0,3,Safe
IBD029483,"Man vs Girlfriend, Delta",2024-04-10,2024-04-10,1,2024,1,Delta,South South,0,0,Safe
IBD029465,"Auto Crash, Lagos",2024-04-10,2024-04-10,2,2024,1,Lagos,South West,0,0,Safe
IBD029463,"Boat Mishap, Anambra",2024-04-10,2024-04-10,4,2024,1,Anambra,South East,0,3,Safe
IBD029487,"2 Drowns, Lagos",2024-04-10,2024-04-10,2,2024,1,Lagos,South West,0,0,Safe
IBD029488,"1 Drowns, Lagos",2024-04-10,2024-04-10,1,2024,1,Lagos,South West,0,0,Safe
IBD029476,"NAF vs Terrorists, Zamfara",2024-04-10,2024-04-10,30,2024,1,Zamfara,North West,1,10,Avoid Route
IBD029491,"Cadet Drowns, Abia",2024-04-09,2024-04-09,2,2024,1,Abia,South East,0,0,Safe
IBD029477,"Fulani Herdsmen Kill Farmers, Benue",2024-04-09,2024-04-09,2,2024,1,Benue,North Central,1,5,Caution
IBD029453,"Cult Clash, Akwa Ibom",2024-04-09,2024-04-09,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD029520,"Domestic Violence, Akwa Ibom",2024-04-09,2024-04-09,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD029473,"Gunmen vs Motorcyclist, Ogun",2024-04-09,2024-04-09,1,2024,1,Ogun,South West,1,5,Caution
IBD029462,"Cult Clash, Bayelsa",2024-04-09,2024-04-09,1,2024,1,Bayelsa,South South,0,0,Safe
IBD030383,"Medical Negligence, Anambra",2024-04-09,2024-04-09,1,2024,1,Anambra,South East,0,0,Safe
IBD029467,"Motorcycle Thieves, FCT (Abuja)",2024-04-08,2024-04-08,2,2024,1,FCT,North Central,0,0,Safe
IBD029486,"Gunmen vs Passengers, Taraba",2024-04-08,2024-04-08,3,2024,1,Taraba,North East,1,8,Avoid Route
IBD029444,"Assailants vs Politician Aide, Rivers",2024-04-08,2024-04-08,2,2024,1,Rivers,South South,0,0,Safe
IBD029469,"Expired Drugs Victims, Kaduna",2024-04-08,2024-04-08,3,2024,1,Kaduna,North West,0,3,Safe
IBD029474,"Man vs Wife, Adamawa",2024-04-08,2024-04-08,1,2024,1,Adamawa,North East,0,0,Safe
IBD029440,"Fulani Herdsmen vs Catechist, Enugu",2024-04-08,2024-04-08,1,2024,1,Enugu,South East,1,5,Caution
IBD029448,"Police vs Kidnappers, Rivers",2024-04-08,2024-04-08,2,2024,1,Rivers,South South,1,5,Caution
IBD029452,"Corpse Found, Niger",2024-04-07,2024-04-07,2,2024,1,Niger,North Central,0,0,Safe
IBD029464,"Gang Battle, Zamfara",2024-04-07,2024-04-07,3,2024,1,Zamfara,North West,0,3,Safe
IBD029447,"Cult Clash, Anambra",2024-04-07,2024-04-07,3,2024,1,Anambra,South East,0,3,Safe
IBD029489,"Boko Haram vs Police, Borno",2024-04-07,2024-04-07,1,2024,1,Borno,North East,0,0,Safe
IBD029460,"Gunmen Kill Man, Benue",2024-04-07,2024-04-07,1,2024,1,Benue,North Central,1,5,Caution
IBD029445,"Auto Crash, Ogun",2024-04-07,2024-04-07,2,2024,1,Ogun,South West,0,0,Safe
IBD029446,"Auto Crash, Ogun",2024-04-07,2024-04-07,3,2024,1,Ogun,South West,0,3,Safe
IBD029442,"Gunmen Attack, Enugu",2024-04-07,2024-04-07,2,2024,1,Enugu,South East,2,5,Caution
IBD029443,"Banditry, Niger",2024-04-07,2024-04-07,37,2024,1,Niger,North Central,1,10,Avoid Route
IBD029434,"Extra Judicial Killing, Imo",2024-04-07,2024-04-07,1,2024,1,Imo,South East,0,0,Safe
IBD029432,"Auto Crash, Taraba",2024-04-07,2024-04-07,2,2024,1,Taraba,North East,0,0,Safe
IBD029450,"Auto Crash, Ogun",2024-04-07,2024-04-07,1,2024,1,Ogun,South West,0,0,Safe
IBD029457,"Hospital Negligence, Kogi",2024-04-07,2024-04-07,1,2024,1,Kogi,North Central,0,0,Safe
IBD029459,"Gunmen Attack, Benue",2024-04-07,2024-04-07,4,2024,1,Benue,North Central,2,8,Avoid Route
IBD030988,"Robbers vs Motorcyclists, Ogun",2024-04-07,2024-04-14,8,2024,1,Ogun,South West,0,3,Safe
IBD029435,"NAF vs Boko Haram, Borno",2024-04-06,2024-04-06,20,2024,1,Borno,North East,0,5,Caution
IBD029433,"Auto Crash, Edo",2024-04-06,2024-04-06,4,2024,1,Edo,South South,0,3,Safe
IBD029495,"Gunmen Kill Businessman, Akwa Ibom",2024-04-06,2024-04-06,1,2024,1,Akwa Ibom,South South,1,5,Caution
IBD029466,"Kidnappers vs Policeman, FCT (Abuja)",2024-04-06,2024-04-06,2,2024,1,FCT,North Central,1,5,Caution
IBD029439,"Gunmen vs Vigilante, Rivers",2024-04-06,2024-04-06,1,2024,1,Rivers,South South,1,5,Caution
IBD029455,"Flood Disaster, Taraba",2024-04-06,2024-04-06,1,2024,1,Taraba,North East,0,0,Safe
IBD029431,"Auto Crash, Ogun",2024-04-06,2024-04-06,1,2024,1,Ogun,South West,0,0,Safe
IBD029427,"Auto Crash, Ondo",2024-04-06,2024-04-06,2,2024,1,Ondo,South West,0,0,Safe
IBD029437,"Gunmen vs Vigilantes, Rivers",2024-04-06,2024-04-06,1,2024,1,Rivers,South South,1,5,Caution
IBD029441,"Footballer Dies, Delta",2024-04-06,2024-04-06,1,2024,1,Delta,South South,0,0,Safe
IBD029612,"Cult Killings, Anambra",2024-04-05,2024-04-26,31,2024,1,Anambra,South East,0,5,Caution
IBD029438,"Gunmen Kill 2, Niger",2024-04-05,2024-04-05,1,2024,1,Niger,North Central,1,5,Caution
IBD029430,"Police vs Armed Robber, Nasarawa",2024-04-05,2024-04-05,1,2024,1,Nasarawa,North Central,0,0,Safe
IBD029436,"Military Airstrikes, Katsina",2024-04-05,2024-04-05,20,2024,1,Katsina,North West,0,5,Caution
IBD030740,"Police Kill Kidnapper, Delta",2024-04-05,2024-04-05,1,2024,1,Delta,South South,1,5,Caution
IBD029405,"Army vs Bandits, Kaduna",2024-04-05,2024-04-05,3,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029429,"Sallah Stampede, Sokoto",2024-04-05,2024-04-05,9,2024,1,Sokoto,North West,0,3,Safe
IBD029503,"Gunmen Attack, Plateau",2024-04-05,2024-04-05,1,2024,1,Plateau,North Central,2,5,Caution
IBD029993,"Police Inspector vs Man, Delta",2024-04-05,2024-04-05,1,2024,1,Delta,South South,0,0,Safe
IBD029425,"Auto Crash, Osun",2024-04-05,2024-04-05,2,2024,1,Osun,South West,0,0,Safe
IBD029422,"Police vs Shiite, Kaduna",2024-04-05,2024-04-05,5,2024,1,Kaduna,North West,0,3,Safe
IBD029484,"Man vs Family, Delta",2024-04-05,2024-04-05,1,2024,1,Delta,South South,0,0,Safe
IBD029456,"Kidnapped Lawyer, Imo",2024-04-05,2024-04-05,1,2024,1,Imo,South East,1,5,Caution
IBD029423,"Youths vs Men, Cross River",2024-04-04,2024-04-04,3,2024,1,Cross River,South South,0,3,Safe
IBD029513,"Son Kill Mother, Akwa Ibom",2024-04-04,2024-04-04,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD029428,"Boko Haram vs Soldiers, Borno",2024-04-04,2024-04-04,7,2024,1,Borno,North East,0,3,Safe
IBD029638,"Cult Killing, Akwa Ibom",2024-04-04,2024-04-04,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD029421,"Gunmen Attack, Kogi",2024-04-04,2024-04-04,20,2024,1,Kogi,North Central,2,10,Avoid Route
IBD029418,"Gunmen Attack, FCT (Abuja)",2024-04-04,2024-04-04,1,2024,1,FCT,North Central,2,5,Caution
IBD029419,"Unijos Student, Plateau",2024-04-04,2024-04-04,1,2024,1,Plateau,North Central,0,0,Safe
IBD029678,"Cult Killing, Abia",2024-04-03,2024-04-03,1,2024,1,Abia,South East,0,0,Safe
IBD029417,"Football Match, Ebonyi",2024-04-03,2024-04-03,1,2024,1,Ebonyi,South East,0,0,Safe
IBD029411,"Rainstorm Kill 1, Osun",2024-04-03,2024-04-03,1,2024,1,Osun,South West,0,0,Safe
IBD029402,"Auto Crash, Osun",2024-04-03,2024-04-03,1,2024,1,Osun,South West,0,0,Safe
IBD029398,"Auto Crash, Kwara",2024-04-03,2024-04-03,4,2024,1,Kwara,North Central,0,3,Safe
IBD029414,"Auto Crash, Osun",2024-04-03,2024-04-03,1,2024,1,Osun,South West,0,0,Safe
IBD029420,"Kidnapper, Nasarawa",2024-04-03,2024-04-03,1,2024,1,Nasarawa,North Central,1,5,Caution
IBD029412,"Transformer Explosion, Ogun",2024-04-03,2024-04-03,1,2024,1,Ogun,South West,0,0,Safe
IBD029401,"Auto Crash, Ogun",2024-04-03,2024-04-03,1,2024,1,Ogun,South West,0,0,Safe
IBD029415,"Bandits vs Village Head, Kaduna",2024-04-03,2024-04-03,1,2024,1,Kaduna,North West,1,5,Caution
IBD029397,"Army vs Terrorists, Taraba",2024-04-02,2024-04-02,5,2024,1,Taraba,North East,1,8,Avoid Route
IBD029479,"Missing Boy, Kano",2024-04-02,2024-04-02,2,2024,1,Kano,North West,0,0,Safe
IBD029400,"Windstorm Kills 1, Nasarawa",2024-04-02,2024-04-02,1,2024,1,Nasarawa,North Central,0,0,Safe
IBD029386,"Hunter vs Man, Osun",2024-04-02,2024-04-02,1,2024,1,Osun,South West,0,0,Safe
IBD029391,"Man vs Farm Security Guard, Plateau",2024-04-02,2024-04-02,1,2024,1,Plateau,North Central,0,0,Safe
IBD029384,"Auto Crash, Ogun",2024-04-02,2024-04-04,1,2024,1,Ogun,South West,0,0,Safe
IBD029399,"Windstorm Kills 3, Taraba",2024-04-02,2024-04-03,3,2024,1,Taraba,North East,0,3,Safe
IBD029408,"Security Operatives vs Gunmen, Anmabra",2024-04-02,2024-04-02,5,2024,1,Unknown,,1,8,Avoid Route
IBD030228,"Cult Killing, Ogun",2024-04-02,2024-04-02,1,2024,1,Ogun,South West,0,0,Safe
IBD029529,"Kidnappers vs Farmers, Edo",2024-04-02,2024-04-02,1,2024,1,Edo,South South,1,5,Caution
IBD029406,"Security Operatives vs Bandits, Plateau",2024-04-01,2024-04-01,3,2024,1,Plateau,North Central,1,8,Avoid Route
IBD030847,"Assailants vs Council Worker, Lagos",2024-04-01,2024-04-01,1,2024,1,Lagos,South West,0,0,Safe
IBD029389,"Mysterious Death, Oyo",2024-04-01,2024-04-01,1,2024,1,Oyo,South West,0,0,Safe
IBD029387,"Banditry, Zamfara",2024-04-01,2024-04-01,1,2024,1,Zamfara,North West,1,5,Caution
IBD029388,"Auto Crash, Lagos",2024-04-01,2024-04-01,1,2024,1,Lagos,South West,0,0,Safe
IBD029403,"Assailant vs Couple, FCT (Abuja)",2024-04-01,2024-04-01,2,2024,1,FCT,North Central,0,0,Safe
IBD029382,"Cult Killing, Edo",2024-04-01,2024-04-01,3,2024,1,Edo,South South,0,3,Safe
IBD029372,"Man vs Brother, Bauchi",2024-03-31,2024-03-31,1,2024,1,Bauchi,North East,0,0,Safe
IBD029364,"Boko Haram vs Soldiers, Borno",2024-03-31,2024-03-31,3,2024,1,Borno,North East,0,3,Safe
IBD029376,"Communal Clash, Benue",2024-03-31,2024-04-01,2,2024,1,Benue,North Central,0,0,Safe
IBD029373,"Mob vs Thief, Kwara",2024-03-31,2024-03-31,1,2024,1,Kwara,North Central,0,0,Safe
IBD029379,"Cult Clash, Anambra",2024-03-31,2024-04-04,13,2024,1,Anambra,South East,0,5,Caution
IBD029370,"Electrocution, Ogun",2024-03-31,2024-03-31,1,2024,1,Ogun,South West,0,0,Safe
IBD029368,"Auto Crash, Kogi",2024-03-31,2024-03-31,13,2024,1,Kogi,North Central,0,5,Caution
IBD029380,"Banditry, Kaduna",2024-03-31,2024-03-31,25,2024,1,Kaduna,North West,1,10,Avoid Route
IBD029371,"Army vs Looter, Kebbi",2024-03-31,2024-03-31,1,2024,1,Kebbi,North West,0,0,Safe
IBD029362,"Accidental Discharge, Taraba",2024-03-31,2024-03-31,3,2024,1,Taraba,North East,0,3,Safe
IBD029468,"Naval Personnel vs Civilian Staff, Lagos",2024-03-31,2024-03-31,1,2024,1,Lagos,South West,0,0,Safe
IBD031337,"Kidnappers vs Shell Staff, Rivers",2024-03-31,2024-03-31,2,2024,1,Rivers,South South,1,5,Caution
IBD029374,"Cult Killing, Ogun",2024-03-31,2024-03-31,1,2024,1,Ogun,South West,0,0,Safe
IBD029369,"Assailants vs Lecturer, Borno",2024-03-31,2024-03-31,1,2024,1,Borno,North East,0,0,Safe
IBD029426,"Teenager Dies in Hotel, Bayelsa",2024-03-31,2024-03-31,1,2024,1,Bayelsa,South South,0,0,Safe
IBD029394,"Gunmen Attack, Benue",2024-03-30,2024-03-30,4,2024,1,Benue,North Central,2,8,Avoid Route
IBD029353,"Sorcery, Ondo",2024-03-30,2024-03-30,3,2024,1,Ondo,South West,0,3,Safe
IBD029355,"Suspected Motorcycle Thief, Kwara",2024-03-30,2024-03-30,1,2024,1,Kwara,North Central,0,0,Safe
IBD029363,"Man Drowns, Ogun",2024-03-30,2024-03-30,1,2024,1,Ogun,South West,0,0,Safe
IBD029360,"Police vs IPOB/ESN, Enugu",2024-03-30,2024-03-30,2,2024,1,Enugu,South East,0,0,Safe
IBD029347,"Soldier vs Trader, Ondo",2024-03-30,2024-03-30,1,2024,1,Ondo,South West,0,0,Safe
IBD029375,"Assailant vs Fashion Designer, Ogun",2024-03-30,2024-03-30,1,2024,1,Ogun,South West,0,0,Safe
IBD029378,"Banditry, Katsina",2024-03-30,2024-03-30,8,2024,1,Katsina,North West,1,8,Avoid Route
IBD029350,"Police vs Gunmen, Anambra",2024-03-30,2024-03-30,3,2024,1,Anambra,South East,1,8,Avoid Route
IBD029705,"Kidnappers vs Girl, Edo",2024-03-30,2024-03-30,1,2024,1,Edo,South South,1,5,Caution
IBD029342,"Man vs Wife, Lagos",2024-03-29,2024-03-29,1,2024,1,Lagos,South West,0,0,Safe
IBD029377,"Banditry, Zamfara",2024-03-29,2024-03-29,5,2024,1,Zamfara,North West,1,8,Avoid Route
IBD029351,"Cattle Herder, Plateau",2024-03-29,2024-03-29,1,2024,1,Plateau,North Central,0,0,Safe
IBD029354,"Inferno, Taraba",2024-03-29,2024-03-29,4,2024,1,Taraba,North East,0,3,Safe
IBD029352,"Teenager vs Friend, Bauchi",2024-03-28,2024-03-28,1,2024,1,Bauchi,North East,0,0,Safe
IBD029396,"Banditry, Kaduna",2024-03-28,2024-03-28,2,2024,1,Kaduna,North West,1,5,Caution
IBD029395,"Vigilantes vs Kidnappers, FCT, Abuja",2024-03-28,2024-03-28,4,2024,1,FCT,North Central,1,8,Avoid Route
IBD029348,"Boy vs Playmate, Lagos",2024-03-28,2024-03-28,1,2024,1,Lagos,South West,0,0,Safe
IBD029346,"Neighbours vs Woman, Ogun",2024-03-28,2024-03-28,1,2024,1,Ogun,South West,0,0,Safe
IBD029339,"Auto Crash, FCT (Abuja)",2024-03-27,2024-03-27,2,2024,1,FCT,North Central,0,0,Safe
IBD029404,"Assailants vs Police Officer, Edo",2024-03-27,2024-03-27,1,2024,1,Edo,South South,0,0,Safe
IBD029335,"Police vs Bandits, Benue",2024-03-27,2024-03-27,2,2024,1,Benue,North Central,1,5,Caution
IBD029341,"Bandits vs Abductees, Niger",2024-03-27,2024-03-27,9,2024,1,Niger,North Central,1,8,Avoid Route
IBD029381,"Kidnappers vs Farmer, Edo",2024-03-27,2024-03-27,1,2024,1,Edo,South South,1,5,Caution
IBD029713,"Domestic Violence, Ondo",2024-03-27,2024-03-27,1,2024,1,Ondo,South West,0,0,Safe
IBD029407,"Army vs Bandits, Taraba",2024-03-27,2024-03-27,1,2024,1,Taraba,North East,1,5,Caution
IBD029328,"Banditry, Zamfara",2024-03-26,2024-03-26,1,2024,1,Zamfara,North West,1,5,Caution
IBD029340,"Army vs Bandit Leader, Sokoto",2024-03-26,2024-03-26,1,2024,1,Sokoto,North West,1,5,Caution
IBD029385,"Bandits vs Security Operatives, Katsina",2024-03-26,2024-03-29,10,2024,1,Katsina,North West,1,10,Avoid Route
IBD029337,"Army vs Boko Haram, Borno",2024-03-26,2024-03-26,1,2024,1,Borno,North East,0,0,Safe
IBD029333,"Army vs Boko Haram, Borno",2024-03-26,2024-03-26,1,2024,1,Borno,North East,0,0,Safe
IBD029332,"Man vs Friend, Bauchi",2024-03-26,2024-03-26,1,2024,1,Bauchi,North East,0,0,Safe
IBD029336,"Banditry, Katsina",2024-03-26,2024-03-26,2,2024,1,Katsina,North West,1,5,Caution
IBD029344,"Mob vs Car Snatchers, Rivers",2024-03-25,2024-03-25,2,2024,1,Rivers,South South,0,0,Safe
IBD029345,"Ebubeagu vs Man, Imo",2024-03-25,2024-03-25,1,2024,1,Imo,South East,0,0,Safe
IBD029356,"Auto Crash, Lagos",2024-03-25,2024-03-25,1,2024,1,Lagos,South West,0,0,Safe
IBD029322,"Auto Crash, Ogun",2024-03-25,2024-03-25,2,2024,1,Ogun,South West,0,0,Safe
IBD029383,"Bandits Kill 9, Katsina",2024-03-25,2024-03-31,9,2024,1,Katsina,North West,1,8,Avoid Route
IBD029138,"Mob vs Car Vandal, Lagos",2024-03-25,2024-03-25,1,2024,1,Lagos,South West,0,0,Safe
IBD029359,"Inferno, Lagos",2024-03-25,2024-03-25,1,2024,1,Lagos,South West,0,0,Safe
IBD029330,"Ritual Killing, Osun",2024-03-25,2024-03-25,1,2024,1,Osun,South West,0,0,Safe
IBD029320,"Police vs Cult Commander, Rivers",2024-03-25,2024-03-25,1,2024,1,Rivers,South South,0,0,Safe
IBD029325,"Auto Crash, Kogi",2024-03-24,2024-03-24,2,2024,1,Kogi,North Central,0,0,Safe
IBD029314,"Suspected Kidnapper, Edo",2024-03-24,2024-03-24,1,2024,1,Edo,South South,1,5,Caution
IBD029323,"Banditry, Zamfara",2024-03-24,2024-03-24,2,2024,1,Zamfara,North West,1,5,Caution
IBD029349,"Army vs Bandits, Zamfara",2024-03-24,2024-03-24,41,2024,1,Zamfara,North West,1,10,Avoid Route
IBD029319,"Man vs Brother, Niger",2024-03-24,2024-03-24,1,2024,1,Niger,North Central,0,0,Safe
IBD029309,"Stampede, Bauchi",2024-03-24,2024-03-24,6,2024,1,Bauchi,North East,0,3,Safe
IBD029358,"Herdsmen Kill 10, Benue",2024-03-24,2024-03-24,10,2024,1,Benue,North Central,1,10,Avoid Route
IBD029331,"Boko Haram vs Soldier, Yobe",2024-03-23,2024-03-23,1,2024,1,Yobe,North East,0,0,Safe
IBD029306,"Gunmen vs Policemen, Imo",2024-03-23,2024-03-23,2,2024,1,Imo,South East,1,5,Caution
IBD029310,"Inferno, Yobe",2024-03-23,2024-03-23,1,2024,1,Yobe,North East,0,0,Safe
IBD029327,"Robbery Kill Cyclist, FCT (Abuja)",2024-03-23,2024-03-23,1,2024,1,FCT,North Central,0,0,Safe
IBD029317,"Cult Clash, Kwara",2024-03-23,2024-03-23,1,2024,1,Kwara,North Central,0,0,Safe
IBD029307,"Bandits Kill 2, Katsina",2024-03-23,2024-03-23,2,2024,1,Katsina,North West,1,5,Caution
IBD029343,"Hausa vs Fulani, Sokoto",2024-03-23,2024-03-23,4,2024,1,Sokoto,North West,0,3,Safe
IBD029318,"Mob vs Kidnapper, Edo",2024-03-23,2024-03-23,1,2024,1,Edo,South South,1,5,Caution
IBD029316,"Assailants vs Man, Ogun",2024-03-23,2024-03-23,1,2024,1,Ogun,South West,0,0,Safe
