Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert,RainfallLevel,FloodRisk,WeatherRiskScore,CombinedRiskScore,CombinedAlert
IBD027202,"Auto Crash, Lagos",2023-05-28,2023-05-28,1,2024,1,Lagos,South West,0,0,Safe,92,High,5,5,Moderate Risk
IBD027193,"Undergraduate, Enugu",2023-05-28,2023-05-28,1,2024,1,Enugu,South East,0,0,Safe,52,Moderate,3,3,Low Risk
IBD027432,"Vigilante vs Tricycle Rider, Anambra",2023-05-28,2023-05-28,1,2024,1,Anambra,South East,0,0,Safe,74,Moderate,3,3,Low Risk
IBD027197,"Woman Dies, Kogi",2023-05-28,2023-05-28,1,2024,1,Kogi,North Central,0,0,Safe,27,Low,1,1,Low Risk
IBD027194,"Assailants vs Teenager, Lagos",2023-05-28,2023-05-28,1,2024,1,Lagos,South West,0,0,Safe,93,High,5,5,Moderate Risk
IBD027195,"Police vs Boy, Lagos",2023-05-28,2023-05-28,1,2024,1,Lagos,South West,0,0,Safe,85,High,5,5,Moderate Risk
IBD027199,"Boko Haram vs Troops, Borno",2023-05-28,2023-05-28,3,2024,1,Borno,North East,0,3,Safe,36,Low,1,4,Moderate Risk
IBD027205,"Gunmen Kill Former DG, Kaduna",2023-05-27,2023-05-27,1,2024,1,Kaduna,North West,1,5,Caution,13,Low,1,7,Moderate Risk
IBD027190,"Auto Crash, Ogun",2023-05-27,2023-05-27,4,2024,1,Ogun,South West,0,3,Safe,75,Moderate,3,6,Moderate Risk
IBD027204,"Auto Crash, Kogi",2023-05-27,2023-05-27,5,2024,1,Kogi,North Central,0,3,Safe,47,Low,1,4,Moderate Risk
IBD027228,"Army vs ISWAP, Borno",2023-05-27,2023-06-03,26,2024,1,Borno,North East,0,5,Caution,24,Low,1,6,Moderate Risk
IBD027198,"Army vs Bandits' Informant, Kaduna",2023-05-27,2023-05-27,1,2024,1,Kaduna,North West,1,5,Caution,19,Low,1,7,Moderate Risk
IBD027269,"Woman vs Baby, Imo",2023-05-27,2023-05-27,1,2024,1,Imo,South East,0,0,Safe,61,Moderate,3,3,Low Risk
IBD027187,"Gunmen vs Traditional Rulers, Imo",2023-05-26,2023-05-26,2,2024,1,Imo,South East,1,5,Caution,53,Moderate,3,9,High Risk
IBD027196,"Auto Crash, Kogi",2023-05-26,2023-05-26,3,2024,1,Kogi,North Central,0,3,Safe,32,Low,1,4,Moderate Risk
IBD027208,"Hoodlums Attack, Kano",2023-05-26,2023-05-26,6,2024,1,Kano,North West,1,8,Avoid Route,41,Low,1,10,High Risk
IBD027185,"Gunmen Attack, Kogi",2023-05-25,2023-05-25,40,2024,1,Kogi,North Central,2,10,Avoid Route,21,Low,1,13,Extreme Danger
IBD027186,"Auto Crash, Kogi",2023-05-25,2023-05-25,5,2024,1,Kogi,North Central,0,3,Safe,34,Low,1,4,Moderate Risk
IBD027262,"Man vs Friend, Lagos",2023-05-25,2023-05-25,1,2024,1,Lagos,South West,0,0,Safe,82,High,5,5,Moderate Risk
IBD027181,"Auto Crash, Ogun",2023-05-24,2023-05-24,2,2024,1,Ogun,South West,0,0,Safe,64,Moderate,3,3,Low Risk
IBD027179,"Auto Crash, Ogun",2023-05-24,2023-05-24,2,2024,1,Ogun,South West,0,0,Safe,59,Moderate,3,3,Low Risk
IBD027206,"Gunmen Kill 22 Farmers, Zamfara",2023-05-24,2023-05-24,22,2024,1,Zamfara,North West,1,10,Avoid Route,32,Low,1,12,Extreme Danger
IBD027189,"Hoodlums vs Medical Trainee, Ebonyi",2023-05-24,2023-05-24,1,2024,1,Ebonyi,South East,0,0,Safe,29,Low,1,1,Low Risk
IBD027184,"Gunmen vs Man, Abia",2023-05-24,2023-05-24,1,2024,1,Abia,South East,1,5,Caution,51,Moderate,3,9,High Risk
IBD027182,"Gunmen vs Pastor, Plateau",2023-05-24,2023-05-24,1,2024,1,Plateau,North Central,1,5,Caution,48,Low,1,7,Moderate Risk
IBD027213,"Mob vs Man, Lagos",2023-05-24,2023-05-24,1,2024,1,Lagos,South West,0,0,Safe,82,High,5,5,Moderate Risk
IBD027282,"Man vs Wife, Edo",2023-05-24,2023-05-24,1,2024,1,Edo,South South,0,0,Safe,55,Moderate,3,3,Low Risk
IBD027183,"Gunmen Attack, Plateau",2023-05-24,2023-05-24,2,2024,1,Plateau,North Central,2,5,Caution,35,Low,1,8,High Risk
IBD027180,"Cult Clash, Delta",2023-05-23,2023-05-23,2,2024,1,Delta,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD027172,"Police vs Kidnappers, Benue",2023-05-23,2023-05-23,1,2024,1,Benue,North Central,1,5,Caution,25,Low,1,7,Moderate Risk
IBD027178,"Siblings Found Dead, Lagos",2023-05-23,2023-05-23,3,2024,1,Lagos,South West,0,3,Safe,92,High,5,8,High Risk
IBD027169,"Auto Crash, Ogun",2023-05-23,2023-05-23,2,2024,1,Ogun,South West,0,0,Safe,65,Moderate,3,3,Low Risk
IBD027175,"Policemen vs Gunmen, Ebonyi",2023-05-23,2023-05-23,5,2024,1,Ebonyi,South East,1,8,Avoid Route,40,Low,1,10,High Risk
IBD027201,"Cult Attack/Communal Clash, Cross River",2023-05-22,2023-05-22,8,2024,1,Cross River,South South,1,8,Avoid Route,81,High,5,14,Extreme Danger
IBD027170,"Gunmen vs Police, Ebonyi",2023-05-22,2023-05-22,1,2024,1,Ebonyi,South East,1,5,Caution,28,Low,1,7,Moderate Risk
IBD027171,"Building Demolition, Kaduna",2023-05-22,2023-05-22,1,2024,1,Kaduna,North West,0,0,Safe,35,Low,1,1,Low Risk
IBD027176,"Auto Crash, Niger",2023-05-22,2023-05-22,6,2024,1,Niger,North Central,0,3,Safe,14,Low,1,4,Moderate Risk
IBD027168,"Hospital Negligence, Edo",2023-05-22,2023-05-22,1,2024,1,Edo,South South,0,0,Safe,63,Moderate,3,3,Low Risk
IBD027159,"Gunmen Kill 2, Imo",2023-05-22,2023-05-22,2,2024,1,Imo,South East,1,5,Caution,77,Moderate,3,9,High Risk
IBD027155,"Gunmen Attack, Benue",2023-05-22,2023-05-22,17,2024,1,Benue,North Central,2,10,Avoid Route,22,Low,1,13,Extreme Danger
IBD027156,"Cult Killing, Lagos",2023-05-22,2023-05-22,1,2024,1,Lagos,South West,0,0,Safe,92,High,5,5,Moderate Risk
IBD027151,"Herdsmen vs Farmer, Plateau",2023-05-21,2023-05-21,1,2024,1,Plateau,North Central,1,5,Caution,30,Low,1,7,Moderate Risk
IBD027144,"Communal Clash, Taraba",2023-05-21,2023-05-21,15,2024,1,Taraba,North East,0,5,Caution,13,Low,1,6,Moderate Risk
IBD027154,"Gunmen vs Vigilante, Delta",2023-05-21,2023-05-21,2,2024,1,Delta,South South,1,5,Caution,87,High,5,11,High Risk
IBD027173,"Bandit Informants, Kaduna",2023-05-21,2023-05-21,7,2024,1,Kaduna,North West,1,8,Avoid Route,27,Low,1,10,High Risk
IBD027265,"Herdsmen vs Marketers, Benue",2023-05-21,2023-05-21,18,2024,1,Benue,North Central,1,10,Avoid Route,25,Low,1,12,Extreme Danger
IBD027149,"Auto Crash, Kogi",2023-05-21,2023-05-21,25,2024,1,Kogi,North Central,0,5,Caution,23,Low,1,6,Moderate Risk
IBD027165,"Gunmen Attack, Plateau",2023-05-21,2023-05-21,4,2024,1,Plateau,North Central,2,8,Avoid Route,24,Low,1,11,High Risk
IBD027800,"Man vs Lover, Abia",2023-05-21,2023-05-21,1,2024,1,Abia,South East,0,0,Safe,69,Moderate,3,3,Low Risk
IBD027174,"Auto Crash, Nasarawa",2023-05-20,2023-05-20,1,2024,1,Nasarawa,North Central,0,0,Safe,47,Low,1,1,Low Risk
IBD027143,"Auto Crash, Anambra",2023-05-20,2023-05-20,1,2024,1,Anambra,South East,0,0,Safe,72,Moderate,3,3,Low Risk
IBD027152,"Bandits Attack, Kaduna",2023-05-20,2023-05-20,9,2024,1,Kaduna,North West,2,8,Avoid Route,17,Low,1,11,High Risk
IBD027161,"Kidnap Victim, Niger",2023-05-20,2023-05-20,1,2024,1,Niger,North Central,1,5,Caution,34,Low,1,7,Moderate Risk
IBD027162,"Gunmen Attack, Kwara",2023-05-20,2023-05-20,1,2024,1,Kwara,North Central,2,5,Caution,49,Low,1,8,High Risk
IBD027141,"Police vs Kidnappers, Rivers",2023-05-20,2023-05-20,2,2024,1,Rivers,South South,1,5,Caution,84,High,5,11,High Risk
IBD027157,"Gunmen Kill 1, Kwara",2023-05-20,2023-05-20,1,2024,1,Kwara,North Central,1,5,Caution,13,Low,1,7,Moderate Risk
IBD027164,"Banditry, Kaduna",2023-05-20,2023-05-20,2,2024,1,Kaduna,North West,1,5,Caution,25,Low,1,7,Moderate Risk
IBD027136,"Boy vs Parents, Jigawa",2023-05-20,2023-05-20,2,2024,1,Jigawa,North West,0,0,Safe,36,Low,1,1,Low Risk
IBD027135,"Rape Victim, Ondo",2023-05-20,2023-05-20,1,2024,1,Ondo,South West,0,0,Safe,67,Moderate,3,3,Low Risk
IBD027146,"Gas Explosion, Sokoto",2023-05-20,2023-05-20,5,2024,1,Sokoto,North West,0,3,Safe,31,Low,1,4,Moderate Risk
IBD027160,"Fulani Herdsmen Attack, Benue",2023-05-20,2023-05-20,6,2024,1,Benue,North Central,2,8,Avoid Route,46,Low,1,11,High Risk
IBD027288,"Hunter vs Kinsman, Ebonyi",2023-05-20,2023-05-20,1,2024,1,Ebonyi,South East,0,0,Safe,25,Low,1,1,Low Risk
IBD027147,"Electrocution, Lagos",2023-05-20,2023-05-20,2,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD027140,"Gunmen vs Policemenm, Imo",2023-05-20,2023-05-20,2,2024,1,Imo,South East,1,5,Caution,65,Moderate,3,9,High Risk
IBD027138,"Auto Crash, Osun",2023-05-20,2023-05-20,12,2024,1,Osun,South West,0,5,Caution,32,Low,1,6,Moderate Risk
IBD027145,"Man Dies, Kwara",2023-05-19,2023-05-19,1,2024,1,Kwara,North Central,0,0,Safe,24,Low,1,1,Low Risk
IBD027142,"Gunmen vs Policeman, Delta",2023-05-19,2023-05-19,2,2024,1,Delta,South South,1,5,Caution,88,High,5,11,High Risk
IBD027148,"Herder vs Farmer, FCT (Abuja)",2023-05-18,2023-05-18,1,2024,1,FCT,North Central,0,0,Safe,19,Low,1,1,Low Risk
IBD027133,"Gunmen vs Vigilante Groups, Anambra",2023-05-18,2023-05-18,7,2024,1,Anambra,South East,1,8,Avoid Route,53,Moderate,3,12,Extreme Danger
IBD027158,"Troops Kill Bandit's Informant, Kaduna",2023-05-18,2023-05-18,1,2024,1,Kaduna,North West,1,5,Caution,22,Low,1,7,Moderate Risk
IBD027177,"Girl Dead, Akwa Ibom",2023-05-18,2023-05-18,1,2024,1,Akwa Ibom,South South,0,0,Safe,85,High,5,5,Moderate Risk
IBD027776,"Kidnap Victim, Benue",2023-05-18,2023-05-18,1,2024,1,Benue,North Central,1,5,Caution,16,Low,1,7,Moderate Risk
IBD027139,"Gunmen vs Brothers, Abia",2023-05-17,2023-05-17,2,2024,1,Abia,South East,1,5,Caution,77,Moderate,3,9,High Risk
IBD027125,"Auto Crash, Bauchi",2023-05-17,2023-05-17,7,2024,1,Bauchi,North East,0,3,Safe,27,Low,1,4,Moderate Risk
IBD027240,"One Killed, Niger",2023-05-17,2023-05-17,1,2024,1,Niger,North Central,0,0,Safe,23,Low,1,1,Low Risk
IBD027167,"Attempted Rape Victim, Ondo, Ondo",2023-05-17,2023-05-17,1,2024,1,Ondo,South West,0,0,Safe,55,Moderate,3,3,Low Risk
IBD027124,"Auto Crash, Kwara",2023-05-16,2023-05-16,1,2024,1,Kwara,North Central,0,0,Safe,48,Low,1,1,Low Risk
IBD027122,"Woman Found Dead, Kogi",2023-05-16,2023-05-16,1,2024,1,Kogi,North Central,0,0,Safe,37,Low,1,1,Low Risk
IBD027121,"Auto Crash, Ogun",2023-05-16,2023-05-16,1,2024,1,Ogun,South West,0,0,Safe,50,Moderate,3,3,Low Risk
IBD027114,"Gunmen vs US Mission Officials, Anambra",2023-05-16,2023-05-16,7,2024,1,Anambra,South East,1,8,Avoid Route,54,Moderate,3,12,Extreme Danger
IBD027137,"Gunmen vs Driver, Rivers",2023-05-16,2023-05-16,1,2024,1,Rivers,South South,1,5,Caution,95,High,5,11,High Risk
IBD027120,"Kidnappers Kill One, Kwara",2023-05-16,2023-05-16,1,2024,1,Kwara,North Central,1,5,Caution,17,Low,1,7,Moderate Risk
IBD027111,"Gunmen Attack, Plateau",2023-05-16,2023-05-17,122,2024,1,Plateau,North Central,2,10,Avoid Route,46,Low,1,13,Extreme Danger
IBD027112,"Gunmen Attack, Benue",2023-05-16,2023-05-16,6,2024,1,Benue,North Central,2,8,Avoid Route,49,Low,1,11,High Risk
IBD027131,"Gunmen Attack, Nasarawa",2023-05-16,2023-05-16,4,2024,1,Nasarawa,North Central,2,8,Avoid Route,49,Low,1,11,High Risk
IBD027118,"Domestic Violence/Ritual, Cross River",2023-05-15,2023-05-15,1,2024,1,Cross River,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD027109,"Boko Haram Suicide Bomber, Kaduna",2023-05-15,2023-05-15,1,2024,1,Kaduna,North West,0,0,Safe,18,Low,1,1,Low Risk
IBD027102,"ISWAP vs Army, Borno",2023-05-14,2023-05-14,3,2024,1,Borno,North East,0,3,Safe,10,Low,1,4,Moderate Risk
IBD027119,"Woman vs Brother In-law, Lagos",2023-05-14,2023-05-14,1,2024,1,Lagos,South West,0,0,Safe,81,High,5,5,Moderate Risk
IBD027103,"Amotekun vs Boy, Ondo",2023-05-14,2023-05-14,1,2024,1,Ondo,South West,0,0,Safe,52,Moderate,3,3,Low Risk
IBD027106,"Terrorists Attack, Zamfara",2023-05-14,2023-05-14,18,2024,1,Zamfara,North West,2,10,Avoid Route,21,Low,1,13,Extreme Danger
IBD027163,"Ritual Killing, Benue",2023-05-14,2023-05-14,1,2024,1,Benue,North Central,0,0,Safe,48,Low,1,1,Low Risk
IBD027126,"Assassination, Anambra",2023-05-14,2023-05-14,1,2024,1,Anambra,South East,0,0,Safe,71,Moderate,3,3,Low Risk
IBD027284,"Flooding, Lagos",2023-05-14,2023-05-14,1,2024,1,Lagos,South West,0,0,Safe,86,High,5,5,Moderate Risk
IBD027327,"Robbers vs Man, Oyo",2023-05-14,2023-05-14,1,2024,1,Oyo,South West,0,0,Safe,48,Low,1,1,Low Risk
IBD027098,"Nollywood Actor, Lagos",2023-05-14,2023-05-14,1,2024,1,Lagos,South West,0,0,Safe,100,High,5,5,Moderate Risk
IBD027099,"Auto Crash, Ondo",2023-05-13,2023-05-13,1,2024,1,Ondo,South West,0,0,Safe,58,Moderate,3,3,Low Risk
IBD027104,"Domestic Violence, Kogi",2023-05-13,2023-05-13,1,2024,1,Kogi,North Central,0,0,Safe,48,Low,1,1,Low Risk
IBD027096,"Bank Officials vs Debtor, Ogun",2023-05-13,2023-05-13,1,2024,1,Ogun,South West,0,0,Safe,69,Moderate,3,3,Low Risk
IBD027097,"Herdsmen Attack, Nasarawa",2023-05-13,2023-05-13,39,2024,1,Nasarawa,North Central,2,10,Avoid Route,13,Low,1,13,Extreme Danger
IBD027101,"Drown, Akwa Ibom",2023-05-13,2023-05-13,1,2024,1,Akwa Ibom,South South,0,0,Safe,91,High,5,5,Moderate Risk
IBD027113,"Gunmen Attack, Benue",2023-05-13,2023-05-13,5,2024,1,Benue,North Central,2,8,Avoid Route,48,Low,1,11,High Risk
IBD027110,"Man Dies, FCT (Abuja)",2023-05-13,2023-05-13,1,2024,1,FCT,North Central,0,0,Safe,17,Low,1,1,Low Risk
IBD027100,"Auto Crash, Bauchi",2023-05-13,2023-05-13,3,2024,1,Bauchi,North East,0,3,Safe,39,Low,1,4,Moderate Risk
IBD027095,"Domestic Violence, Rivers",2023-05-13,2023-05-13,1,2024,1,Rivers,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD027088,"Teenager vs Neighbour, FCT (Abuja)",2023-05-12,2023-05-12,1,2024,1,FCT,North Central,0,0,Safe,19,Low,1,1,Low Risk
IBD027090,"Communal Clash, Taraba",2023-05-12,2023-05-12,17,2024,1,Taraba,North East,0,5,Caution,21,Low,1,6,Moderate Risk
IBD027123,"Gunmen vs Police, Rivers",2023-05-12,2023-05-12,1,2024,1,Rivers,South South,1,5,Caution,87,High,5,11,High Risk
IBD027108,"Kidnappers vs Colleague, Kano",2023-05-12,2023-05-12,1,2024,1,Kano,North West,1,5,Caution,10,Low,1,7,Moderate Risk
IBD027092,"Banditry, Niger",2023-05-12,2023-05-12,30,2024,1,Niger,North Central,1,10,Avoid Route,40,Low,1,12,Extreme Danger
IBD027089,"Gunmen Kill Policeman, Rivers",2023-05-12,2023-05-12,2,2024,1,Rivers,South South,1,5,Caution,96,High,5,11,High Risk
IBD027086,"Fulani Herdsmen Attack, Kaduna",2023-05-12,2023-05-12,2,2024,1,Kaduna,North West,2,5,Caution,40,Low,1,8,High Risk
IBD027083,"Robbers vs Policeman, Oyo",2023-05-12,2023-05-12,2,2024,1,Oyo,South West,0,0,Safe,35,Low,1,1,Low Risk
IBD027087,"Communal Clash, Akwa Ibom",2023-05-12,2023-05-12,4,2024,1,Akwa Ibom,South South,0,3,Safe,81,High,5,8,High Risk
IBD027107,"Robbers vs Vigilante, Kwara",2023-05-12,2023-05-12,1,2024,1,Kwara,North Central,0,0,Safe,24,Low,1,1,Low Risk
IBD027091,"Man vs Neighbour, Rivers",2023-05-12,2023-05-12,1,2024,1,Rivers,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD027150,"Motorcyclist Killed, Osun",2023-05-12,2023-05-12,1,2024,1,Osun,South West,0,0,Safe,26,Low,1,1,Low Risk
IBD027072,"Amotekun vs Traders, Ekiti",2023-05-11,2023-05-11,1,2024,1,Ekiti,South West,0,0,Safe,35,Low,1,1,Low Risk
IBD027081,"ISWAP Attack, Borno",2023-05-11,2023-05-11,1,2024,1,Borno,North East,1,5,Caution,38,Low,1,7,Moderate Risk
IBD027079,"Police vs Gunmen, Anambra",2023-05-11,2023-05-11,2,2024,1,Anambra,South East,1,5,Caution,53,Moderate,3,9,High Risk
IBD027085,"Fulani Gunmen Kill 9, Kaduna",2023-05-11,2023-05-11,9,2024,1,Kaduna,North West,1,8,Avoid Route,40,Low,1,10,High Risk
IBD027153,"Vigilantes vs Herders, Oyo",2023-05-11,2023-05-11,11,2024,1,Oyo,South West,0,5,Caution,11,Low,1,6,Moderate Risk
IBD027077,"Army vs ISWAP, Borno",2023-05-11,2023-05-11,43,2024,1,Borno,North East,0,5,Caution,22,Low,1,6,Moderate Risk
IBD027130,"Army vs Bandits, Plateau",2023-05-11,2023-05-11,2,2024,1,Plateau,North Central,1,5,Caution,22,Low,1,7,Moderate Risk
IBD027073,"One Found Dead, Lagos",2023-05-11,2023-05-11,1,2024,1,Lagos,South West,0,0,Safe,86,High,5,5,Moderate Risk
IBD027084,"Auto Crash, Bauchi",2023-05-11,2023-05-11,8,2024,1,Bauchi,North East,0,3,Safe,18,Low,1,4,Moderate Risk
IBD027527,"Organ Harvest, Imo",2023-05-10,2023-05-10,1,2024,1,Imo,South East,0,0,Safe,78,Moderate,3,3,Low Risk
IBD027070,"Police vs IPOB, Anambra",2023-05-10,2023-05-10,5,2024,1,Anambra,South East,0,3,Safe,63,Moderate,3,6,Moderate Risk
IBD027080,"Hunters vs Bandit, Kebbi",2023-05-10,2023-05-10,10,2024,1,Kebbi,North West,1,10,Avoid Route,23,Low,1,12,Extreme Danger
IBD027078,"Bandits Kill Vigilant, Niger",2023-05-10,2023-05-10,1,2024,1,Niger,North Central,1,5,Caution,15,Low,1,7,Moderate Risk
IBD027076,"Bandits Attack, Zamfara",2023-05-10,2023-05-10,4,2024,1,Zamfara,North West,2,8,Avoid Route,32,Low,1,11,High Risk
IBD027057,"Auto Crash, Anambra",2023-05-09,2023-05-09,1,2024,1,Anambra,South East,0,0,Safe,62,Moderate,3,3,Low Risk
IBD027063,"Cult Clash, Ondo",2023-05-09,2023-05-09,3,2024,1,Ondo,South West,0,3,Safe,72,Moderate,3,6,Moderate Risk
IBD027065,"Herdsmen Attack, Benue",2023-05-09,2023-05-09,6,2024,1,Benue,North Central,2,8,Avoid Route,20,Low,1,11,High Risk
IBD027074,"Guard vs Boss, Rivers",2023-05-09,2023-05-09,1,2024,1,Rivers,South South,0,0,Safe,88,High,5,5,Moderate Risk
IBD027052,"Herdsmen Kill 3, Benue",2023-05-09,2023-05-09,3,2024,1,Benue,North Central,1,8,Avoid Route,36,Low,1,10,High Risk
IBD027055,"Fulani Militia, Kaduna",2023-05-09,2023-05-09,1,2024,1,Kaduna,North West,0,0,Safe,48,Low,1,1,Low Risk
IBD027129,"Army vs Bandits, Zamfara",2023-05-09,2023-05-09,2,2024,1,Zamfara,North West,1,5,Caution,43,Low,1,7,Moderate Risk
IBD027068,"Kidnappers vs Victim, Ondo",2023-05-09,2023-05-09,1,2024,1,Ondo,South West,1,5,Caution,60,Moderate,3,9,High Risk
IBD027050,"Boat Mishap, Sokoto",2023-05-09,2023-05-09,15,2024,1,Sokoto,North West,0,5,Caution,10,Low,1,6,Moderate Risk
IBD027071,"Gunmen vs APC Chieftain, Imo",2023-05-09,2023-05-09,1,2024,1,Imo,South East,1,5,Caution,50,Moderate,3,9,High Risk
IBD027053,"Mob vs Armed Robbers, Oyo",2023-05-09,2023-05-09,2,2024,1,Oyo,South West,0,0,Safe,46,Low,1,1,Low Risk
IBD027082,"Troops vs ISWAP, Borno",2023-05-09,2023-05-09,10,2024,1,Borno,North East,0,5,Caution,46,Low,1,6,Moderate Risk
IBD027058,"Food Poisoning, Kano",2023-05-08,2023-05-08,7,2024,1,Kano,North West,0,3,Safe,41,Low,1,4,Moderate Risk
IBD027048,"Drug Abuse, Bayelsa",2023-05-08,2023-05-08,1,2024,1,Bayelsa,South South,0,0,Safe,82,High,5,5,Moderate Risk
IBD027067,"Gunmen Attack, Plateau",2023-05-08,2023-05-08,6,2024,1,Plateau,North Central,2,8,Avoid Route,43,Low,1,11,High Risk
IBD027061,"Auto Crash, Niger",2023-05-08,2023-05-08,3,2024,1,Niger,North Central,0,3,Safe,44,Low,1,4,Moderate Risk
IBD027043,"Auto Crash, Ondo",2023-05-08,2023-05-08,1,2024,1,Ondo,South West,0,0,Safe,61,Moderate,3,3,Low Risk
IBD027060,"Domestic Violence/Ritual Killing, Lagos",2023-05-08,2023-05-08,1,2024,1,Lagos,South West,0,0,Safe,90,High,5,5,Moderate Risk
IBD027062,"Gunmen Attack, Plateau",2023-05-08,2023-05-08,2,2024,1,Plateau,North Central,2,5,Caution,17,Low,1,8,High Risk
IBD027066,"Kidnappers vs Landlord, Ondo",2023-05-08,2023-05-08,1,2024,1,Ondo,South West,1,5,Caution,68,Moderate,3,9,High Risk
IBD027059,"Communal Clash, Niger",2023-05-08,2023-05-08,1,2024,1,Niger,North Central,0,0,Safe,14,Low,1,1,Low Risk
IBD027034,"Auto Crash, Lagos",2023-05-07,2023-05-07,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD027051,"Security Operatives vs Armed Robbers, Anambra",2023-05-07,2023-05-07,3,2024,1,Anambra,South East,0,3,Safe,69,Moderate,3,6,Moderate Risk
IBD027046,"Boat Capsized, Zamafara",2023-05-07,2023-05-07,8,2024,1,Unknown,,0,3,Safe,49,Low,1,4,Moderate Risk
IBD027047,"Cult Clash, Akwa Ibom",2023-05-07,2023-05-09,16,2024,1,Akwa Ibom,South South,0,5,Caution,88,High,5,10,High Risk
IBD027042,"Found Dead, Ondo",2023-05-07,2023-05-07,1,2024,1,Ondo,South West,0,0,Safe,69,Moderate,3,3,Low Risk
IBD027033,"Police vs Kidnappers, FCT (Abuja)",2023-05-07,2023-05-07,1,2024,1,FCT,North Central,1,5,Caution,29,Low,1,7,Moderate Risk
IBD027041,"Police vs Bandits, Kaduna",2023-05-07,2023-05-07,1,2024,1,Kaduna,North West,1,5,Caution,28,Low,1,7,Moderate Risk
IBD027115,"EFCC Operative vs Colleagues, Sokoto",2023-05-07,2023-05-07,1,2024,1,Sokoto,North West,0,0,Safe,17,Low,1,1,Low Risk
IBD027032,"Herdsmen Kill 1, Benue",2023-05-06,2023-05-06,1,2024,1,Benue,North Central,1,5,Caution,31,Low,1,7,Moderate Risk
IBD027026,"Boy kills Friend, Bayelsa",2023-05-06,2023-05-06,1,2024,1,Bayelsa,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD027127,"Army vs Bandits, Zamfara",2023-05-06,2023-05-06,2,2024,1,Zamfara,North West,1,5,Caution,24,Low,1,7,Moderate Risk
IBD027045,"Gunman vs Youth, Delta",2023-05-06,2023-05-06,1,2024,1,Delta,South South,0,0,Safe,87,High,5,5,Moderate Risk
IBD027037,"Gunmen Attack, Taraba",2023-05-06,2023-05-06,1,2024,1,Taraba,North East,2,5,Caution,10,Low,1,8,High Risk
IBD027029,"Cult Crash, Rivers",2023-05-06,2023-05-06,3,2024,1,Rivers,South South,0,3,Safe,96,High,5,8,High Risk
IBD027035,"Auto Crash, Ogun",2023-05-06,2023-05-06,3,2024,1,Ogun,South West,0,3,Safe,75,Moderate,3,6,Moderate Risk
IBD027031,"Herdsmen Kill 5, Benue",2023-05-05,2023-05-05,6,2024,1,Benue,North Central,1,8,Avoid Route,24,Low,1,10,High Risk
IBD027049,"Auto Crash, Lagos",2023-05-05,2023-05-05,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD027039,"Domestic Violence, Kano",2023-05-05,2023-05-05,1,2024,1,Kano,North West,0,0,Safe,29,Low,1,1,Low Risk
IBD029825,"Gunmen Attack, Kaduna",2023-05-05,2023-05-05,1,2024,1,Kaduna,North West,2,5,Caution,22,Low,1,8,High Risk
IBD027038,"Gas Explosion, Delta",2023-05-05,2023-05-07,2,2024,1,Delta,South South,0,0,Safe,93,High,5,5,Moderate Risk
IBD027030,"Man vs Wife, Adamawa",2023-05-04,2023-05-04,1,2024,1,Adamawa,North East,0,0,Safe,20,Low,1,1,Low Risk
IBD027056,"Police vs Bandits, Zamfara",2023-05-04,2023-05-04,3,2024,1,Zamfara,North West,1,8,Avoid Route,25,Low,1,10,High Risk
IBD027006,"Gunmen vs Policemen, Anambra",2023-05-04,2023-05-04,3,2024,1,Anambra,South East,1,8,Avoid Route,57,Moderate,3,12,Extreme Danger
IBD027000,"Gunmen Attack, Benue",2023-05-04,2023-05-04,10,2024,1,Benue,North Central,2,10,Avoid Route,16,Low,1,13,Extreme Danger
IBD027021,"Police vs Assailants, Benue",2023-05-04,2023-05-04,1,2024,1,Benue,North Central,0,0,Safe,25,Low,1,1,Low Risk
IBD027014,"Mob vs Suspected Robbers, Oyo",2023-05-04,2023-05-04,2,2024,1,Oyo,South West,0,0,Safe,38,Low,1,1,Low Risk
IBD027023,"Domestic Violence, Kano",2023-05-04,2023-05-04,1,2024,1,Kano,North West,0,0,Safe,20,Low,1,1,Low Risk
IBD027009,"Police vs Kidnappers, Delta",2023-05-04,2023-05-04,1,2024,1,Delta,South South,1,5,Caution,82,High,5,11,High Risk
IBD027013,"Auto Crash, Anambra",2023-05-03,2023-05-03,1,2024,1,Anambra,South East,0,0,Safe,60,Moderate,3,3,Low Risk
IBD026998,"Communal Crisis, Delta",2023-05-03,2023-05-03,1,2024,1,Delta,South South,0,0,Safe,93,High,5,5,Moderate Risk
IBD026997,"Auto Crash, Kaduna",2023-05-03,2023-05-03,1,2024,1,Kaduna,North West,0,0,Safe,30,Low,1,1,Low Risk
IBD027004,"Fulani Herdsmen Attack, Osun",2023-05-03,2023-05-03,3,2024,1,Osun,South West,2,8,Avoid Route,49,Low,1,11,High Risk
